Id,Label,Layer,Affiliation,Subjects,Applications
33298166,Cong Shen,2.0,Hong Kong University of Science and Technology (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Natural Language Processing']"
2116638823,Cong Wang,2.0,Stanford University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Networks/Telecommunications']"
2174254057,Cong Wen,2.0,Stanford University (Inferred),"['Probability', 'Game Theory']","['Natural Language Processing', 'Pure Theory']"
2109439971,Cong Yang,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
2117762585,Cong Yu,2.0,University of Texas at Austin (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Natural Language Processing', 'Networks/Telecommunications']"
143955103,Cong Zhao,2.0,"University of Maryland, Baltimore County (Inferred)","['Probability', 'Game Theory']","['Pure Theory', 'Networks/Telecommunications']"
2116640499,Congcong Wang,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Game Theory']","['Natural Language Processing', 'Public Policy']"
2212182147,Congcong Xin,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Energy']"
48950356,Congcong Xing,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Game Theory']","['Energy', 'Pure Theory']"
9926104,Congdi Shang,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Public Policy']"
2124244609,Conghui Han,2.0,Stanford University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Networks/Telecommunications']"
2390169232,Conghui Liu,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Pure Theory']"
92982537,Conghui Tan,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Supply Chain/Revenue Management', 'Networks/Telecommunications']"
46740493,Congjun Wu,2.0,Stanford University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Energy']"
2087788729,Congkuan Hao,2.0,Stanford University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Energy']"
71528402,Congli Ling,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
2212236762,Congmin Chen,2.0,Stanford University (Inferred),"['Probability', 'Game Theory']","['Networks/Telecommunications', 'Natural Language Processing']"
15161443,Congxian Wu,2.0,Stanford University (Inferred),"['Probability', 'Game Theory']","['Transportation/Logistics', 'Networks/Telecommunications']"
47414558,Congying Xia,2.0,Salesforce Research (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Natural Language Processing', 'Pure Theory']"
2327004346,Connor Chen,2.0,UC Berkeley (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Networks/Telecommunications']"
2070982381,Connor Lawless,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
2191757987,Connor Lien,2.0,UC Berkeley (Inferred),"['Probability', 'Game Theory']","['Natural Language Processing', 'Pure Theory']"
2884241,Conor Power,2.0,UC Berkeley (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Healthcare']"
2103385608,Conrad Christensen,2.0,Salesforce Research (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Networks/Telecommunications', 'Public Policy']"
51247437,Conrad Holda,2.0,UC Berkeley (Inferred),"['Probability', 'Optimization']","['Robotics', 'Public Policy']"
46961534,Coralie-Anne Mosser,2.0,Harvard University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Networks/Telecommunications']"
41016119,Corby Rosset,2.0,MIT (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
52145600,Corey Zumar,2.0,UC Berkeley (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Robotics', 'Natural Language Processing']"
144039178,Corinne Keet,2.0,UNC-Chapel Hill (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Pure Theory']"
1468632950,Cory McCartan,2.0,Harvard University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
35178897,Cosimo Della Santina,2.0,ETH Zurich (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Robotics', 'Public Policy']"
19336996,Cosimo Munari,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
3316271,Cosmin Paduraru,2.0,DeepMind,"['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Public Policy']"
46200263,Costanza Catalano,2.0,Università degli studi di Firenze,"['Probability', 'Financial Engineering']","['Public Policy', 'Pure Theory']"
2223774692,Costin-Andrei Oncescu,2.0,Harvard University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Natural Language Processing']"
2139612002,Courtney Boyce,2.0,Stanford (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Healthcare']"
40907434,Courtney Paquette,2.0,Harvard University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
46830082,Craig G. Anderson,2.0,Princeton University (Inferred),"['Game Theory', 'Probability']","['Public Policy', 'Natural Language Processing']"
2192459615,Craig Grossheusch,2.0,UNC-Chapel Hill (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
2362720964,Cristiana Stan,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Public Policy']"
2470518,Cristina Cornelio,2.0,IBM Research,"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
2240525994,Cristina Pinneri,2.0,DeepMind (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
20130896,Cristóbal Guzmán,2.0,Zuse Institute Berlin (Inferred),"['Optimization', 'Probability']","['Pure Theory', 'Natural Language Processing']"
4019137,Crystal W Cené,2.0,UNC-Chapel Hill (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
1781685152,Crystal Winston,2.0,Technical University of Munich (Inferred),"['Probability', 'Optimization']","['Robotics', 'Public Policy']"
40868287,Csaba Szepesvari,2.0,DeepMind,"['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Public Policy']"
2286344419,Csernai Kornl,2.0,Salesforce Research (Inferred),[],[]
49657128,Cui Cheng,2.0,Shanghai University of Finance and Economics (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Healthcare']"
145023638,Cui Huang,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
150060372,Cuicui Lu,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
2118611087,Cuifang Zhang,2.0,Stanford University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Pure Theory']"
2132585925,Cuili Ma,2.0,Stanford University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
11610468,Cuiliu Li,2.0,Stanford University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Healthcare']"
40335234,Cuiping Mao,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Optimization']","['Robotics', 'Pure Theory']"
2208662,Cuiqin Hou,2.0,Princeton University (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Natural Language Processing', 'Healthcare']"
5877987,Cuiru Sun,2.0,Stanford University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Natural Language Processing']"
2211035591,Cuiwei Du,2.0,Shanghai University of Finance and Economics (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Energy']"
5045663,Cuiyu Gong,2.0,Hong Kong University of Science and Technology (Inferred),[],[]
2337550,Cuiyun Gao,2.0,Arizona State University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
6439484,Cumhur Ekinci,2.0,Princeton University (Inferred),[],[]
2111385858,Cun Zhang,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Networks/Telecommunications']"
153884534,Cun-Hui Zhang,1.0,Princeton University (Inferred),[],[]
153227949,Cunbo Li,2.0,University of Science and Technology of China (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
144442022,Cunhua Pan,2.0,"The Chinese University of Hong Kong, Shenzhen (Inferred)",[],[]
3008989,Cunrui Ma,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Pure Theory']"
13996720,Curtis McDonald,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
34637675,Curtiss B. Cook,2.0,Massachusetts Institute of Technology (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Public Policy']"
5224252,Cynthia A. Kalita,2.0,University of California -- Los Angeles (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Networks/Telecommunications']"
31549526,Cynthia Kinnan,2.0,Harvard University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Natural Language Processing']"
2302806607,Cynthia Rush,1.0,Princeton University (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Public Policy']"
15943185,Cyril Zhang,2.0,Princeton University (Inferred),"['Optimization', 'Probability']","['Natural Language Processing', 'Pure Theory']"
46627016,Cyrille Boyer,2.0,Hong Kong University of Science and Technology (Inferred),"['Probability', 'Game Theory']","['Natural Language Processing', 'Energy']"
103641375,Cyrille Loïc Mascart,2.0,Cold Spring Harbor Laboratory,[],[]
114277531,Cyrille W. Combettes,2.0,Zuse Institute Berlin (Inferred),[],[]
2304557931,Cédric Koller,2.0,École Polytechnique Fédérale de Lausanne (Inferred),[],[]
2586813,César Cadena,2.0,DeepMInd (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Robotics', 'Public Policy']"
2792016,D. A. Calian,2.0,DeepMind (Inferred),"['Probability', 'Game Theory']","['Robotics', 'Natural Language Processing']"
2319370354,D. A. Lahari,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Healthcare']"
2238376540,D. A. Maldonado,1.0,Princeton University (Inferred),[],[]
2394186737,D. Abreu,2.0,Princeton University (Inferred),[],[]
2660799,D. Acemoglu,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
2127097385,D. Adlam,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Natural Language Processing']"
2138887482,D. Aggarwal,2.0,Google (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Natural Language Processing']"
47519516,D. Agrawal,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Public Policy']"
7157203,D. Agus,2.0,Salesforce Research (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Public Policy']"
16334118,D. Ahn,2.0,Princeton University (Inferred),[],[]
2188329178,D. Aimdas,2.0,Google (Inferred),[],[]
39728379,D. Akos,2.0,Arizona State University (Inferred),[],[]
83112996,D. Akshita,2.0,Google (Inferred),[],[]
72317385,D. Aldunin,2.0,Princeton University (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Public Policy', 'Networks/Telecommunications']"
5250037,D. Almond,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Pure Theory']"
145839220,D. Anderson,2.0,Princeton University (Inferred),[],[]
145089682,D. Andreev,2.0,Massachusetts Institute of Technology (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Public Policy']"
7289915,D. Balzani,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Healthcare']"
19266090,D. Banjac,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Natural Language Processing']"
2565654,D. Bardhan,2.0,Google (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
144259545,D. Baron,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Networks/Telecommunications']"
70468474,D. Berlianty,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Pure Theory']"
2865324,D. Bernstein,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
2232668673,D. Bhardwaj,2.0,Google (Inferred),[],[]
119661998,D. Bhojwani,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Public Policy']"
1770629,D. Bienstock,2.0,Zuse Institute Berlin (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Pure Theory']"
1752264,D. Bindel,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
2894588,D. Bliwise,2.0,Cornell University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Public Policy']"
1752788,D. Boneh,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Pure Theory']"
4572336,D. Boyer,2.0,"Electrical and Electronic Engineering Department, Imperial College London, UK (Inferred)","['Probability', 'Game Theory']","['Public Policy', 'Transportation/Logistics']"
122860024,D. Brandão,2.0,Princeton University (Inferred),"['Optimization', 'Probability']","['Public Policy', 'Pure Theory']"
2508525,D. Budden,2.0,DeepMind (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Natural Language Processing']"
118377554,D. Büschgens,2.0,DeepMInd (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Energy']"
1472895795,D. C. Manjunathagowda,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Pure Theory']"
101737000,D. Cardoso,2.0,University of Pennsylvania (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Networks/Telecommunications', 'Pure Theory']"
38584363,D. Carney,2.0,Princeton University (Inferred),"['Probability', 'Financial Engineering']","['Public Policy', 'Pure Theory']"
2738809,D. Casagrande,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Energy', 'Pure Theory']"
145613825,D. Cattanéo,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
2475296,D. Cellucci,2.0,ETH Zurich (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Robotics']"
2137986999,D. Cervantes,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Natural Language Processing']"
49521137,D. Challet,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Finance', 'Pure Theory']"
52519565,D. Chattopadhyay,2.0,"The Chinese University of Hong Kong, Shenzhen (Inferred)","['Probability', 'Game Theory']","['Energy', 'Pure Theory']"
87197968,D. Chauhan,2.0,Google (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
49768807,D. Chu,2.0,UC Berkeley (Inferred),[],[]
2765244,D. Coffman,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Natural Language Processing']"
1400847609,D. Contreras-Loya,2.0,Princeton University (Inferred),"['Probability', 'Financial Engineering']","['Public Policy', 'Pure Theory']"
3314625,D. Cosley,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Networks/Telecommunications']"
50564124,D. Crankshaw,2.0,UC Berkeley (Inferred),"['Probability', 'Optimization']","['Networks/Telecommunications', 'Public Policy']"
116647095,D. Crerar,1.0,Princeton University (Inferred),[],[]
2166076,D. Crisan,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
152598906,D. Cromwell,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
3522871,D. Cummings,2.0,UNC-Chapel Hill (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Natural Language Processing']"
15475086,D. Dasnoy,2.0,Università degli studi di Firenze (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Pure Theory']"
47435266,D. Daye,2.0,Massachusetts Institute of Technology (Inferred),[],[]
6101477,D. DeWalt,2.0,UNC-Chapel Hill (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
3512004,D. Dempsey,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
2064605620,D. Deng,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Networks/Telecommunications', 'Natural Language Processing']"
2630805,D. Deriso,2.0,Stanford (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Public Policy']"
2268158838,D. Deza,1.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
152760035,D. Dobler,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Pure Theory']"
1709392,D. Donoho,2.0,Stanford (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
1721158,D. Dou,2.0,Princeton University (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Healthcare']"
2670852,D. Drusvyatskiy,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
143844422,D. Duffy,2.0,University of California -- Los Angeles (Inferred),"['Probability', 'Game Theory']","['Networks/Telecommunications', 'Public Policy']"
145158416,D. Duong,2.0,University of Cambridge (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Robotics']"
2179325648,D. E. B. Neira,2.0,Technical University of Munich (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
2122139468,D. E. Vazquez,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Healthcare']"
2371108,D. Easterling,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Natural Language Processing']"
3606527,D. Engelman,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Natural Language Processing']"
52202730,D. Enriquez,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Energy']"
144467155,D. Farina,2.0,Iowa State University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Healthcare']"
26924431,D. Faujdar,2.0,Google (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
144733770,D. Fenucci,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Robotics', 'Networks/Telecommunications']"
1412163265,D. Fernández‐Gutiérrez,2.0,ETH Zurich (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Natural Language Processing']"
95573239,D. Firth,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
1742820,D. Floreano,2.0,UC Berkeley (Inferred),"['Probability', 'Game Theory']","['Robotics', 'Public Policy']"
2059363584,D. Forsyth,2.0,UC Berkeley (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Public Policy', 'Pure Theory']"
145197953,D. Fox,2.0,UC Berkeley (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Robotics', 'Public Policy']"
123471607,D. Freed,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Healthcare']"
145331575,D. Freeman,2.0,"Electrical and Electronic Engineering Department, Imperial College London, UK (Inferred)","['Probability', 'Optimization']","['Pure Theory', 'Natural Language Processing']"
32410009,D. Frey,2.0,Zuse Institute Berlin (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Healthcare', 'Public Policy']"
84617187,D. G. Gil,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Public Policy']"
144579770,D. Galli,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Energy']"
1776383,D. Gallistl,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
1402083449,D. García-Arribas,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Natural Language Processing']"
1710234,D. Gesbert,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Networks/Telecommunications', 'Pure Theory']"
152367840,D. Giannone,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Finance', 'Pure Theory']"
1873153,D. Ginhac,2.0,Stanford University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Robotics']"
145654172,D. Gomes,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
1413697223,D. González-Santana,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Public Policy']"
39359231,D. Goodwin,2.0,University of Pennsylvania (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Transportation/Logistics', 'Networks/Telecommunications']"
2283305877,D. Gopinath,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Robotics', 'Natural Language Processing']"
9919404,D. Grabovičkić,2.0,UC Berkeley (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Energy']"
70259891,D. Grande,2.0,IMT School for Advanced Studies Lucca (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Robotics']"
144767014,D. Greene,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Energy']"
26913229,D. Guastella,2.0,UC Berkeley (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
90144563,D. Guignard,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Energy']"
4942370,D. Gunasekeran,2.0,"Institute of AI, ChinaTelecom (Inferred)","['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Healthcare']"
1387259828,D. Gutierrez-Estevez,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Networks/Telecommunications', 'Public Policy']"
2154054086,D. Gündùz,2.0,"The Chinese University of Hong Kong, Shenzhen (Inferred)",[],[]
3582011,D. Hagins,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Public Policy']"
145793888,D. Halperin,2.0,Technical University of Munich (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Robotics', 'Pure Theory']"
2057594952,D. Ham,2.0,Harvard University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Healthcare']"
1772099,D. Helmbold,2.0,Google research (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
9265908,D. Herceg,2.0,IMT School for Advanced Studies Lucca (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
1399740330,D. Hildick-Smith,2.0,Hospital Universitario 12 de Octubre (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Natural Language Processing']"
144735014,D. Hogg,2.0,Technical University of Munich (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Natural Language Processing']"
1401450762,D. Holland-Moritz,2.0,Stanford University (Inferred),"['Probability', 'Game Theory']","['Pure Theory', 'Energy']"
1404655176,D. Holtmann-Rice,2.0,Google (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Natural Language Processing', 'Public Policy']"
49895291,D. Hughes,2.0,Shanghai University of Finance and Economics (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Pure Theory']"
104394339,D. Huynh,2.0,Princeton University (Inferred),[],[]
101178319,D. Jakobson,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Energy']"
117114420,D. James Greiner,2.0,Harvard University (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Healthcare']"
2205336598,D. Jatoth,2.0,Google (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Pure Theory', 'Energy']"
2033902137,D. Jayaswal,2.0,Google (Inferred),[],[]
144995347,D. Jerison,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
47707702,D. Jordon,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
4501683,D. Jorenby,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Natural Language Processing']"
2726519,D. Jourdan,2.0,University of Cambridge (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Robotics', 'Networks/Telecommunications']"
1775225,D. Kalise,2.0,Princeton University (Inferred),"['Optimization', 'Probability']","['Pure Theory', 'Public Policy']"
2287827493,D. Kamp,2.0,Zuse Institute Berlin (Inferred),"['Optimization', 'Probability']","['Pure Theory', 'Public Policy']"
31436154,D. Kapoor,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Public Policy', 'Transportation/Logistics']"
2197960941,D. Kashyap,2.0,Google (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Transportation/Logistics']"
35189646,D. Kaufer,2.0,UNC-Chapel Hill (Inferred),"['Probability', 'Game Theory']","['Networks/Telecommunications', 'Healthcare']"
2805416,D. Khanduja,2.0,Google (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Natural Language Processing']"
8619447,D. Khavinson,2.0,Princeton University (Inferred),"['Optimization', 'Probability']","['Pure Theory', 'Public Policy']"
2236903274,D. Khone,2.0,Google (Inferred),"['Probability', 'Optimization']","['Energy', 'Natural Language Processing']"
9221224,D. Kleidermacher,2.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Public Policy', 'Networks/Telecommunications']"
80838424,D. Kombert,2.0,Massachusetts Institute of Technology (Inferred),"['Statistics and Machine Learning (ML)', 'Probability']","['Healthcare', 'Transportation/Logistics']"
6769091,D. Korchinski,2.0,Anthropic (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Natural Language Processing']"
1731490,D. Kragic,2.0,UC Berkeley (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Robotics', 'Public Policy']"
2074298229,D. Krishna,2.0,UC Berkeley (Inferred),[],[]
2393300,D. Krummen,2.0,Stanford University (Inferred),"['Probability', 'Optimization']","['Healthcare', 'Natural Language Processing']"
2500534,D. Kuhn,2.0,Princeton University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Pure Theory', 'Public Policy']"
1782254,D. Kung,2.0,Arizona State University (Inferred),"['Probability', 'Statistics and Machine Learning (ML)']","['Public Policy', 'Pure Theory']"
8513450,D. Lacker,1.0,Princeton University (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
2243105,D. Lanfear,2.0,University of California -- Los Angeles (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Public Policy']"
1626268406,D. Leonard,2.0,Princeton University (Inferred),"['Probability', 'Financial Engineering']","['Finance', 'Public Policy']"
1700852,D. Limón,2.0,IMT School for Advanced Studies Lucca (Inferred),"['Probability', 'Optimization']","['Pure Theory', 'Public Policy']"
3499748,D. Locca,2.0,Princeton University (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Natural Language Processing']"
2584272,D. Lombard,2.0,Google (Inferred),"['Probability', 'Game Theory']","['Healthcare', 'Networks/Telecommunications']"
2184572178,D. Lopez,2.0,"Electrical and Electronic Engineering Department, Imperial College London, UK (Inferred)","['Probability', 'Statistics and Machine Learning (ML)']","['Healthcare', 'Natural Language Processing']"
